订单号,订单状态,支付时间,发货时间,确认收货时间,订单成交时间,承诺发货时间,商品名称,商品ID,商家编码-商品维度,商家编码-规格维度,商品规格,规格id,规格名称,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商品数量(件),商品单价(元),商品总价(元),用户实付金额(元),商家实收金额(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),拼多多优惠券(元),平台技术服务费(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),退款金额(元),退款原因,退款类型,售后状态,省,市,区,街道/镇,收货人,收货人手机,买家留言,商家备注,订单来源,是否直播间成交,是否直播间引导成交,是否门店自提,门店名称,支付方式,是否分期,分期期数,手续费承担方,是否预售,是否顺丰加价,是否抽奖或0元试用,是否社区团购,是否无痕发货,是否节能补贴,快递公司,快递单号,配送状态,集运类型
2705000142,已签收,2026-04-05 22:45:59,2026-04-07 20:54:02,2026-04-08,2026-04-05 09:13:22,2026-04-07,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,54.52,54.19,0.00,4.19,3.67,2.62,0.00,0.33,0.00,0.00,0.00,0.00,,,,重庆市,重庆,朝阳区,重庆市朝阳区解放路42号,用户972,17903158918,,,网页,是,否,否,,支付宝,否,,,否,否,否,否,否,否,韵达快递,YT48331568869,运输中,
2705000132,待发货,2026-04-06 06:39:42,2026-04-06 04:34:55,2026-04-10,2026-04-06 01:37:18,2026-04-08,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,18.68,18.57,0.00,0.09,0.08,0.06,0.99,0.11,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,武侯区,沈阳市武侯区解放路72号,用户268,18322799068,,,APP-iOS,否,否,否,,花呗分期,否,,商家,是,否,否,否,否,否,韵达快递,YT71048275545,已签收,
2705000077,已付款,2026-04-06 07:01:47,2026-04-09 20:02:21,2026-04-13,2026-04-06 09:47:48,2026-04-08,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,2,29.90,59.80,52.55,52.23,0.00,2.90,2.54,1.81,0.00,0.32,0.00,0.00,0.00,0.00,,,,河北省,石家庄,西城区,石家庄市西城区南京路215号,用户463,13274271536,,,APP-Android,否,否,否,,多多支付,否,3,,否,否,否,否,否,否,邮政快递,YT60390467842,运输中,
2705000164,已取消,2026-04-06 09:54:51,,,2026-04-06 22:54:55,2026-04-08,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,150.52,149.62,0.00,11.61,10.16,7.26,9.45,0.90,0.00,0.00,0.00,0.00,,,,河南省,郑州,福田区,郑州市福田区南京路56号,用户528,17487594620,,,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,顺丰速运,YT89893859023,,
2705000346,待发货,2026-04-06 14:23:04,2026-04-08 20:55:55,2026-04-10,2026-04-06 20:54:53,2026-04-08,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,172.73,171.69,0.00,6.51,5.69,4.07,0.00,1.04,0.00,0.00,0.00,0.00,,,,陕西省,西安,东城区,西安市东城区解放路34号,用户924,16988763430,,,网页,否,否,否,,微信支付,否,12,,是,否,否,否,否,否,中通快递,YT76294482130,派送中,集运
2705000361,已签收,2026-04-06 14:28:28,2026-04-09 17:11:51,2026-04-13,2026-04-06 10:18:00,2026-04-08,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,1,109.00,109.00,98.28,97.69,0.00,2.11,1.84,1.32,5.45,0.59,0.00,0.00,0.00,0.00,,,,重庆市,重庆,海淀区,重庆市海淀区人民路192号,用户842,13150966131,,,H5,否,否,否,,微信支付,否,12,,否,是,否,否,否,否,邮政快递,YT12909152656,运输中,
2705000358,已发货,2026-04-06 18:07:03,2026-04-07 06:29:05,2026-04-08,2026-04-06 23:25:18,2026-04-08,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,5,65.00,325.00,276.70,275.04,0.00,12.82,11.22,8.01,16.25,1.66,0.00,0.00,0.00,0.00,,,,陕西省,西安,海淀区,西安市海淀区中山路171号,用户277,15938189515,,,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,是,中通快递,YT89932703654,已签收,
2705000251,已完成,2026-04-06 18:22:52,2026-04-06 03:18:07,2026-04-12,2026-04-06 14:09:42,2026-04-08,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,3,119.00,357.00,322.47,320.54,0.00,13.81,12.09,8.63,0.00,1.93,0.00,0.00,0.00,0.00,,,,广东省,广州,锦江区,广州市锦江区长安街162号,用户160,17466052634,,,小程序,是,否,否,,微信支付,否,,商家,否,否,否,否,否,否,顺丰速运,YT88651553116,已签收,
2705000323,待发货,2026-04-06 19:23:27,2026-04-07 18:07:53,2026-04-08,2026-04-06 02:36:01,2026-04-08,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,1,129.00,129.00,99.59,98.99,0.00,11.77,10.29,7.35,0.00,0.60,0.00,0.00,0.00,0.00,,,,北京市,北京,西城区,北京市西城区解放路243号,用户414,19741720773,,要赠品,APP-Android,是,否,否,,微信支付,否,,,否,否,否,否,否,否,中通快递,YT42457265028,运输中,
2705000428,已取消,2026-04-06 20:48:58,,,2026-04-06 04:05:19,2026-04-08,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,3,99.00,297.00,279.24,277.56,0.00,1.16,1.02,0.73,14.85,1.68,0.00,0.00,0.00,0.00,,,,河南省,郑州,朝阳区,郑州市朝阳区中山路20号,用户766,16286627457,,,APP-Android,否,否,否,,微信支付,否,,商家,否,否,否,否,是,是,极兔速递,YT26302069805,,
2705000414,已签收,2026-04-07 00:52:28,2026-04-07 20:07:58,2026-04-13,2026-04-07 16:57:06,2026-04-09,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,68.21,67.80,0.00,0.31,0.28,0.20,0.00,0.41,0.00,0.00,0.00,0.00,,,换货,江西省,南昌,东城区,南昌市东城区解放路17号,用户257,16786972905,,,小程序,否,否,否,,支付宝,否,,,否,否,否,否,是,否,顺丰速运,YT58934040479,已签收,
2705000406,已取消,2026-04-07 01:08:03,,,2026-04-07 06:36:03,2026-04-09,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,5,65.00,325.00,298.67,296.88,0.00,4.03,3.53,2.52,16.25,1.79,0.00,0.00,0.00,0.00,,,,广西,南宁,朝阳区,南宁市朝阳区南京路6号,用户530,16107245728,,,APP-iOS,否,否,否,,多多支付,否,,,是,否,否,否,否,否,顺丰速运,YT98306051176,,
2705000100,已退款,2026-04-07 04:58:07,2026-04-08 13:17:02,2026-04-12,2026-04-07 16:17:29,2026-04-09,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,93.17,92.61,0.00,2.33,2.04,1.46,0.00,0.56,0.00,0.00,0.00,53.65,商品与描述不符,仅退款,退款成功,江苏省,南京,东城区,南京市东城区长安街22号,用户316,16376286948,,,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,中通快递,YT20208844772,派送中,
2705000420,已取消,2026-04-07 05:29:52,,,2026-04-07 20:38:46,2026-04-09,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,88.40,87.87,0.00,4.24,3.71,2.65,0.00,0.53,0.00,0.00,0.00,0.00,,,,陕西省,西安,福田区,西安市福田区人民路14号,用户207,18425007509,,要赠品,H5,否,否,否,,多多支付,否,6,,是,否,否,否,否,否,顺丰速运,YT93150244417,,转运
2705000150,已签收,2026-04-07 06:43:48,2026-04-09 09:54:51,2026-04-12,2026-04-07 04:05:09,2026-04-09,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,52.24,51.93,0.00,6.70,5.87,4.19,0.00,0.31,0.00,0.00,0.00,46.00,不喜欢/效果不好,仅退款,退款成功,天津市,天津,朝阳区,天津市朝阳区中山路20号,用户157,14879954720,,,APP-Android,否,是,否,,多多支付,否,,,否,否,否,否,否,否,极兔速递,YT56550553231,已签收,
2705000202,已付款,2026-04-07 07:36:07,2026-04-10 21:07:27,2026-04-15,2026-04-07 10:26:23,2026-04-09,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,3,45.00,135.00,126.98,126.22,0.00,0.51,0.44,0.32,6.75,0.76,0.00,0.00,0.00,0.00,,,,陕西省,西安,南山区,西安市南山区人民路55号,用户900,19576552317,,,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,韵达快递,YT28183378967,运输中,
2705000298,已付款,2026-04-07 08:05:50,2026-04-08 12:49:57,2026-04-10,2026-04-07 14:00:24,2026-04-09,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,166.20,165.20,0.00,4.72,4.13,2.95,0.00,1.00,0.00,0.00,0.00,120.90,发错货/漏发,仅退款,退款成功,福建省,厦门,天河区,厦门市天河区建设路183号,用户706,15208057392,,,网页,否,否,否,,支付宝,否,3,,否,否,否,否,否,否,韵达快递,YT57033616719,运输中,
2705000134,待发货,2026-04-07 08:08:59,2026-04-09 08:34:18,2026-04-16,2026-04-07 05:54:49,2026-04-09,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,1,109.00,109.00,83.18,82.68,0.00,8.15,7.13,5.09,5.45,0.50,0.00,0.00,0.00,0.00,,,,广西,南宁,西城区,南宁市西城区长安街27号,用户500,14212188250,,,网页,否,否,否,,多多支付,否,,,是,否,否,否,否,否,邮政快递,YT98048862078,派送中,
2705000004,已发货,2026-04-07 13:55:24,2026-04-09 04:34:07,2026-04-12,2026-04-07 19:48:39,2026-04-09,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,56.84,56.50,0.00,4.86,4.26,3.04,0.00,0.34,0.00,0.00,0.00,0.00,,,,湖北省,武汉,东城区,武汉市东城区解放路297号,用户562,19559484600,送人用请精美包装,,小程序,否,否,否,,花呗分期,否,3,,否,否,否,否,否,否,极兔速递,YT23499960658,派送中,
2705000201,已完成,2026-04-07 17:21:56,2026-04-10 05:04:49,2026-04-16,2026-04-07 07:14:09,2026-04-09,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,56.03,55.69,0.00,5.19,4.54,3.24,0.00,0.34,0.00,0.00,0.00,0.00,,,,广西,南宁,福田区,南宁市福田区长安街95号,用户627,15863286317,,,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,中通快递,YT47645122461,派送中,
2705000116,已发货,2026-04-07 18:36:47,2026-04-08 14:06:05,2026-04-13,2026-04-07 06:24:36,2026-04-09,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,135.82,135.01,0.00,0.87,0.76,0.55,0.00,0.81,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,福田区,沈阳市福田区建设路214号,用户205,19821408249,,,APP-Android,否,否,否,,支付宝,否,,,否,否,否,否,否,否,韵达快递,YT48644824384,运输中,
2705000362,已发货,2026-04-07 21:29:45,2026-04-07 11:18:50,2026-04-09,2026-04-07 17:08:59,2026-04-09,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,67.25,66.85,0.00,0.70,0.61,0.44,0.00,0.40,0.00,0.00,0.00,0.00,,,,四川省,成都,海淀区,成都市海淀区长安街283号,用户922,13373262987,麻烦包装好一点,,APP-iOS,否,否,否,,支付宝,否,,,否,是,否,否,否,否,圆通速递,YT20103110096,已签收,
2705000172,待发货,2026-04-08 00:16:53,2026-04-09 23:57:26,2026-04-11,2026-04-08 17:57:56,2026-04-10,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,36.32,36.10,0.00,1.07,0.94,0.67,0.00,0.22,0.00,0.00,0.00,0.00,,,,江苏省,南京,福田区,南京市福田区中山路170号,用户239,13835375971,,,APP-Android,否,否,否,,多多支付,否,6,,否,否,否,否,否,否,顺丰速运,YT50834580379,运输中,
2705000464,已退款,2026-04-08 03:34:07,2026-04-09 03:30:56,2026-04-10,2026-04-08 13:17:53,2026-04-10,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,69.00,68.59,0.00,8.00,7.00,5.00,0.00,0.41,0.00,42.60,0.00,31.63,七天无理由退货,退货退款,退款成功,广东省,广州,南山区,广州市南山区人民路273号,用户723,14508209680,,加急发货,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT17512063121,派送中,
2705000398,已付款,2026-04-08 06:53:24,2026-04-10 07:23:41,2026-04-12,2026-04-08 01:10:07,2026-04-10,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,52.59,52.27,0.00,6.57,5.74,4.10,0.00,0.32,0.00,0.00,0.00,0.00,,,,湖南省,长沙,锦江区,长沙市锦江区中山路56号,用户930,19977294767,,,网页,否,否,否,,支付宝,否,,,是,否,否,否,否,是,圆通速递,YT73284239827,运输中,
2705000137,待发货,2026-04-08 09:19:15,2026-04-09 16:08:58,2026-04-13,2026-04-08 22:10:48,2026-04-10,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,91.31,90.76,0.00,11.08,9.69,6.92,0.00,0.55,0.00,0.00,0.00,0.00,,,,四川省,成都,锦江区,成都市锦江区建设路289号,用户399,16776774347,,,APP-Android,否,否,否,,支付宝,否,,,否,否,否,否,否,是,韵达快递,YT19551869474,派送中,
2705000394,已发货,2026-04-08 11:18:25,2026-04-08 07:04:33,2026-04-10,2026-04-08 23:00:15,2026-04-10,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,3,99.00,297.00,231.37,229.98,0.00,26.25,22.97,16.41,0.00,1.39,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,西城区,沈阳市西城区建设路148号,用户291,19673948787,,,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,中通快递,YT53004075251,运输中,
2705000496,已签收,2026-04-08 13:55:27,2026-04-11 05:21:08,2026-04-18,2026-04-08 14:52:47,2026-04-10,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,54.03,53.49,0.00,3.09,2.70,1.93,3.25,0.54,42.12,0.00,0.00,0.00,,,,湖南省,长沙,浦东新区,长沙市浦东新区南京路273号,用户740,16788699533,,,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT30091383841,运输中,
2705000105,已付款,2026-04-08 15:26:44,2026-04-10 10:13:56,2026-04-11,2026-04-08 20:32:18,2026-04-10,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,5,129.00,645.00,619.07,615.36,0.00,10.37,9.08,6.48,0.00,3.71,0.00,0.00,0.00,0.00,,,,北京市,北京,南山区,北京市南山区长安街247号,用户711,19263569418,,老客户,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,顺丰速运,YT69426247776,运输中,集运
2705000279,待发货,2026-04-08 15:44:28,2026-04-10 09:32:04,2026-04-14,2026-04-08 00:56:02,2026-04-10,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,5,59.00,295.00,239.62,238.18,0.00,16.25,14.22,10.16,14.75,1.44,0.00,0.00,0.00,0.00,,,,四川省,成都,南山区,成都市南山区长安街80号,用户566,15705164769,,,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,韵达快递,YT36657995435,运输中,
2705000419,已发货,2026-04-08 19:30:34,2026-04-11 16:42:46,2026-04-16,2026-04-08 02:50:11,2026-04-10,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,34.22,34.01,0.00,1.13,0.99,0.71,1.95,0.21,0.00,0.00,0.00,0.00,,,,云南省,昆明,东城区,昆明市东城区南京路139号,用户297,14233316963,,,H5,否,否,否,,多多支付,否,,,是,否,否,否,否,否,韵达快递,YT17781183463,运输中,
2705000215,已完成,2026-04-09 01:05:19,2026-04-10 10:51:13,2026-04-17,2026-04-09 19:41:46,2026-04-11,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,5,129.00,645.00,465.84,463.04,0.00,58.76,51.42,36.73,32.25,2.80,0.00,0.00,0.00,0.00,,,,广东省,广州,天河区,广州市天河区建设路199号,用户136,15558084911,,VIP客户,网页,否,否,否,,多多支付,否,3,,否,否,否,否,否,否,邮政快递,YT35583062835,派送中,
2705000233,已签收,2026-04-09 02:50:14,2026-04-11 20:12:56,2026-04-13,2026-04-09 19:40:54,2026-04-11,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,34.12,33.92,0.00,1.95,1.71,1.22,0.00,0.20,0.00,0.00,0.00,20.34,物流太慢,仅退款,退货退款,河北省,石家庄,东城区,石家庄市东城区长安街139号,用户643,16535929175,发之前检查一下质量,,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,顺丰速运,YT86941348321,运输中,
2705000232,已付款,2026-04-09 03:05:23,2026-04-10 04:28:52,2026-04-14,2026-04-09 03:31:29,2026-04-11,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,2,69.00,138.00,106.57,105.93,0.00,12.57,11.00,7.86,0.00,0.64,0.00,0.00,0.00,0.00,,,,河南省,郑州,武侯区,郑州市武侯区南京路166号,用户405,19312457100,,,小程序,否,否,是,王府井店,微信支付,否,12,,否,否,否,否,否,否,圆通速递,YT30639239026,运输中,
2705000112,已取消,2026-04-09 03:11:35,,,2026-04-09 17:04:34,2026-04-11,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,188.52,187.39,0.00,0.19,0.17,0.12,0.00,1.13,0.00,0.00,0.00,0.00,,,,山东省,青岛,锦江区,青岛市锦江区中山路54号,用户387,13193410859,,,小程序,否,否,否,,支付宝,否,12,,是,否,否,否,否,是,韵达快递,YT97093121733,,
2705000441,已取消,2026-04-09 03:19:58,,,2026-04-09 11:05:03,2026-04-11,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,65.30,64.91,0.00,8.08,7.07,5.05,4.50,0.39,0.00,0.00,0.00,0.00,,,,湖南省,长沙,天河区,长沙市天河区南京路291号,用户204,14543755852,,,H5,否,否,否,,花呗分期,否,6,,是,否,否,否,否,否,韵达快递,YT25505032183,,
2705000159,待发货,2026-04-09 04:01:04,2026-04-10 11:44:11,2026-04-17,2026-04-09 17:28:04,2026-04-11,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,5,59.00,295.00,242.68,241.22,0.00,20.93,18.31,13.08,0.00,1.46,0.00,0.00,0.00,0.00,,,,北京市,北京,南山区,北京市南山区中山路59号,用户357,13550287185,,,APP-iOS,否,否,否,,微信支付,否,,,否,否,否,否,否,否,圆通速递,YT74158122218,运输中,
2705000204,已取消,2026-04-09 06:56:21,,,2026-04-09 08:53:22,2026-04-11,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,37.05,36.83,0.00,3.18,2.78,1.99,0.00,0.22,0.00,0.00,0.00,0.00,,,,河北省,石家庄,朝阳区,石家庄市朝阳区建设路146号,用户482,18410278894,,,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT47062058207,,
2705000190,已取消,2026-04-09 08:33:02,,,2026-04-09 16:19:26,2026-04-11,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,86.25,85.73,0.00,1.10,0.96,0.69,0.00,0.52,72.75,0.00,0.00,0.00,,,,湖南省,长沙,西城区,长沙市西城区人民路216号,用户736,17148158325,,,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,极兔速递,YT51264585039,,
2705000131,已取消,2026-04-09 10:02:56,,,2026-04-09 01:51:34,2026-04-11,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,47.23,46.95,0.00,4.71,4.12,2.94,0.00,0.28,0.00,0.00,0.00,0.00,,,,云南省,昆明,锦江区,昆明市锦江区长安街109号,用户489,18702941971,麻烦包装好一点,,H5,是,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT53454066948,,
2705000465,待发货,2026-04-10 03:15:25,2026-04-12 08:57:34,2026-04-15,2026-04-10 07:15:34,2026-04-12,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,2,29.90,59.80,53.03,52.71,0.00,2.71,2.37,1.69,0.00,0.32,0.00,0.00,0.00,0.00,,,,天津市,天津,浦东新区,天津市浦东新区人民路285号,用户536,14991583841,送人用请精美包装,,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,否,是,顺丰速运,YT66793622552,派送中,集运
